BSNS_MBY_NM,CNSTRCT_ENTRPS_NM,CNTRCT_CNCLS_BGNDE,CNTRCT_CNCLS_ENDDE,GNRL_RNK1_CRSPAREA_ENDDE,GNRL_RNK1_CRSPAREA_RCPTDE,GNRL_RNK1_ETC_AREA_ENDDE,GNRL_RNK1_ETC_AREA_RCPTDE,GNRL_RNK1_ETC_GG_ENDDE,GNRL_RNK1_ETC_GG_RCPTDE,GNRL_RNK2_CRSPAREA_ENDDE,GNRL_RNK2_CRSPAREA_RCPTDE,GNRL_RNK2_ETC_AREA_ENDDE,GNRL_RNK2_ETC_AREA_RCPTDE,GNRL_RNK2_ETC_GG_ENDDE,GNRL_RNK2_ETC_GG_RCPTDE,HMPG_ADRES,HOUSE_DTL_SECD,HOUSE_DTL_SECD_NM,HOUSE_MANAGE_NO,HOUSE_NM,HOUSE_SECD,HOUSE_SECD_NM,HSSPLY_ADRES,HSSPLY_ZIP,IMPRMN_BSNS_AT,LRSCL_BLDLND_AT,MDAT_TRGET_AREA_SECD,MDHS_TELNO,MVN_PREARNGE_YM,NPLN_PRVOPR_PUBLIC_HOUSE_AT,NSPRC_NM,PARCPRC_ULS_AT,PBLANC_NO,PBLANC_URL,PRZWNER_PRESNATN_DE,PUBLIC_HOUSE_EARTH_AT,PUBLIC_HOUSE_SPCLW_APPLC_AT,RCEPT_BGNDE,RCEPT_ENDDE,RCRIT_PBLANC_DE,RENT_SECD,RENT_SECD_NM,SPECLT_RDN_EARTH_AT,SPSPLY_RCEPT_BGNDE,SPSPLY_RCEPT_ENDDE,SUBSCRPT_AREA_CODE,SUBSCRPT_AREA_CODE_NM,TOT_SUPLY_HSHLDCO
한국토지주택공사 경기남부지역본부,디엘이앤씨 주식회사,2024-03-15,2024-03-15,2024-02-28,2024-02-28,2024-02-28,2024-02-28,,,2024-02-29,2024-02-29,2024-02-29,2024-02-29,,,http://www.elife.co.kr/,03,국민,2024820002,의왕고천 A-2BL 신혼희망타운(공공분양) 잔여세대,10,신혼희망타운,경기도 의왕시 고천동 일원 의왕고천 공공주택지구 내 A-2BL,16075,N,N,N,0314589379,202405,N,,Y,2024820002,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024820002&pblancNo=2024820002,2024-03-05,Y,Y,2024-02-28,2024-02-29,2024-02-22,0,분양주택,N,,,410,경기,1
태초이앤씨 주식회사,삼환기업(주),2024-03-19,2024-03-21,2024-02-28,2024-02-28,2024-02-28,2024-02-28,,,2024-02-29,2024-02-29,2024-02-29,2024-02-29,,,https://cheonan-honorsville.co.kr/,01,민영,2024000078,천안역 경남아너스빌 어반하이츠,01,APT,충청남도 천안시 서북구 성정동 110-6번지 일원,31136,N,N,N,15550293,202504,N,문화일보,N,2024000078,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000078&pblancNo=2024000078,2024-03-08,N,N,2024-02-27,2024-02-29,2024-02-22,0,분양주택,N,2024-02-27,2024-02-27,312,충남,293
영천구역주택재개발정비사업조합,(주)반도건설,2024-03-25,2024-03-27,2024-03-05,2024-03-05,2024-03-05,2024-03-05,,,2024-03-06,2024-03-06,2024-03-06,2024-03-06,,,https://www.경희궁유보라.com,01,민영,2024000074,경희궁 유보라,01,APT,서울특별시 서대문구 영천동 69-20외 160필지,03734,Y,N,N,16610161,202607,N,아시아경제,N,2024000074,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000074&pblancNo=2024000074,2024-03-12,N,N,2024-03-04,2024-03-06,2024-02-22,0,분양주택,N,2024-03-04,2024-03-04,100,서울,108
우리자산신탁 주식회사,디엘건설 주식회사,2024-03-26,2024-03-29,2024-03-05,2024-03-05,2024-03-05,2024-03-05,,,2024-03-06,2024-03-06,2024-03-06,2024-03-06,,,https://www.dlcon-apt.co.kr/,01,민영,2024000004,e편한세상 검단 에코비스타,01,APT,인천광역시 서구 검단신도시 AA29BL(마전동),22610,N,Y,N,0325681999,202607,N,아시아경제,Y,2024000004,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000004&pblancNo=2024000004,2024-03-12,N,N,2024-03-04,2024-03-06,2024-02-22,0,분양주택,N,2024-03-04,2024-03-04,400,인천,732
탄벌지역주택조합,(주)서희건설,2024-03-25,2024-03-27,2024-03-05,2024-03-05,2024-03-05,2024-03-05,,,2024-03-06,2024-03-06,2024-03-06,2024-03-06,,,http://광주탄벌서희스타힐스.com,01,민영,2024000052,광주 탄벌 서희스타힐스 2단지,01,APT,경기도 광주시 탄벌동 532-2번지 일원(탄벌4지구 A2블럭),12749,N,N,N,0317676665,202409,N,,N,2024000052,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000052&pblancNo=2024000052,2024-03-12,N,N,2024-03-04,2024-03-06,2024-02-20,0,분양주택,N,2024-03-04,2024-03-04,410,경기,29
탄벌4지구지역주택조합,(주)서희건설,2024-03-25,2024-03-27,2024-03-05,2024-03-05,2024-03-05,2024-03-05,,,2024-03-06,2024-03-06,2024-03-06,2024-03-06,,,http://광주탄벌서희스타힐스.com,01,민영,2024000051,광주 탄벌 서희스타힐스 1단지,01,APT,경기도 광주시 탄벌동 509번지 일원(탄벌4지구 A1블럭),12749,N,N,N,0317676665,202409,N,,N,2024000051,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000051&pblancNo=2024000051,2024-03-12,N,N,2024-03-04,2024-03-06,2024-02-20,0,분양주택,N,2024-03-04,2024-03-04,410,경기,47
대한토지신탁(주),(주)에스제이건설,2024-03-18,2024-03-20,2024-02-26,2024-02-26,2024-02-26,2024-02-26,,,2024-02-27,2024-02-27,2024-02-27,2024-02-27,,,http://oceanthecastle.com,01,민영,2024000067,울진후포 오션더캐슬,01,APT,경상북도 울진군 후포면 금음리 5-4외 1필지,36371,N,N,N,0547870200,202606,N,아시아경제,N,2024000067,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000067&pblancNo=2024000067,2024-03-05,N,N,2024-02-26,2024-02-27,2024-02-16,0,분양주택,N,,,712,경북,123
(주)무궁화신탁,"현대건설(주), (주)동양",2024-03-18,2024-03-20,2024-02-27,2024-02-27,2024-02-27,2024-02-27,,,2024-02-28,2024-02-28,2024-02-28,2024-02-28,,,https://hillstate.co.kr/s/dj,01,민영,2024000064,힐스테이트 두정역,01,APT,충청남도 천안시 서북구 두정동 37-1번지 일원,31113,N,N,N,0415511140,202503,N,문화일보,N,2024000064,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000064&pblancNo=2024000064,2024-03-06,N,N,2024-02-26,2024-02-28,2024-02-16,0,분양주택,N,2024-02-26,2024-02-26,312,충남,997
일신건영(주),일신건영(주),2024-03-18,2024-03-20,2024-02-27,2024-02-27,2024-02-27,2024-02-27,,,2024-02-28,2024-02-28,2024-02-28,2024-02-28,,,http://www.휴먼빌일산클래스원.com,01,민영,2024000060,휴먼빌 일산 클래스원,01,APT,경기도 고양시 일산동구 식사동 1110번지 일원(고양 풍동 2지구 3블럭),10304,N,N,N,16006221,202704,N,아시아경제,N,2024000060,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000060&pblancNo=2024000060,2024-03-06,N,N,2024-02-26,2024-02-28,2024-02-16,0,분양주택,N,2024-02-26,2024-02-26,410,경기,529
서신동감나무골주택재개발정비사업조합,"(주)포스코이앤씨,에이치엘디앤아이한라 주식회사",2024-03-18,2024-03-22,2024-02-27,2024-02-27,2024-02-27,2024-02-27,,,2024-02-28,2024-02-28,2024-02-28,2024-02-28,,,https://www.서신더샵비발디.com,01,민영,2024000044,서신 더샵 비발디,01,APT,전북특별자치도 전주시 완산구 서신동 40-4번지 일대,54950,Y,N,N,0632271914,202611,N,헤럴드경제신문,N,2024000044,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000044&pblancNo=2024000044,2024-03-06,N,N,2024-02-26,2024-02-28,2024-02-16,0,분양주택,N,2024-02-26,2024-02-26,560,전북,1225
케이비부동산신탁(주),중흥토건(주),2024-03-18,2024-03-20,2024-02-27,2024-02-27,2024-02-27,2024-02-27,,,2024-02-28,2024-02-28,2024-02-28,2024-02-28,,,http://www.gj-jns.com/,01,민영,2024000042,광주 송암공원 중흥S-클래스 SK VIEW,01,APT,광주광역시 남구 송하동 177-5번지 일원,61741,N,N,N,0623640001,202712,N,남도일보,N,2024000042,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000042&pblancNo=2024000042,2024-03-07,N,N,2024-02-26,2024-02-28,2024-02-16,0,분양주택,N,2024-02-26,2024-02-26,500,광주,1575
케이비부동산신탁(주),제일건설 주식회사,2024-03-18,2024-03-20,2024-02-27,2024-02-27,2024-02-27,2024-02-27,,,2024-02-28,2024-02-28,2024-02-28,2024-02-28,,,https://jeil-jeju.co.kr/,01,민영,2023000668,제주 중부공원 제일풍경채 센트럴파크,01,APT,제주특별자치도 제주시 건입동 167번지,63307,N,N,N,15510728,202704,N,아시아경제,N,2023000668,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000668&pblancNo=2023000668,2024-03-07,N,N,2024-02-27,2024-02-28,2024-02-16,0,분양주택,N,,,690,제주,653
마륵동연화지역주택조합,양우건설(주),2024-03-18,2024-03-20,2024-02-27,2024-02-27,2024-02-27,2024-02-27,,,2024-02-28,2024-02-28,2024-02-28,2024-02-28,,,https://cafe.naver.com/yeonhwa1,01,민영,2024000079,상무 양우내안애 퍼스트힐,01,APT,광주광역시 서구 마륵동 47-7 일원,61955,N,N,N,0623809200,202605,N,,N,2024000079,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000079&pblancNo=2024000079,2024-03-07,N,N,2024-02-26,2024-02-28,2024-02-15,0,분양주택,N,2024-02-26,2024-02-26,500,광주,57
(주)하이아트,(주)금강주택,2024-03-11,2024-03-13,2024-02-20,2024-02-20,2024-02-20,2024-02-20,,,2024-02-21,2024-02-21,2024-02-21,2024-02-21,,,http://판교TH212.com,01,민영,2023000617,판교TH212,01,APT,"경기도 성남시 분당구 판교대장지구 B2, B3BL",13544,N,N,N,15510212,202511,N,이데일리,Y,2023000617,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000617&pblancNo=2023000617,2024-02-27,N,N,2024-02-19,2024-02-21,2024-02-08,0,분양주택,N,2024-02-19,2024-02-19,410,경기,212
교보자산신탁주식회사,지에스건설(주),2024-03-11,2024-03-13,2024-02-20,2024-02-20,2024-02-20,2024-02-20,,,2024-02-21,2024-02-21,2024-02-21,2024-02-21,,,https://www.xi.co.kr/yxc,01,민영,2024000012,영통자이 센트럴파크,01,APT,경기도 수원시 영통구 영통동 961-11번지,16698,N,N,N,18333420,202703,N,아시아경제,N,2024000012,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000012&pblancNo=2024000012,2024-02-27,N,N,2024-02-19,2024-02-21,2024-02-07,0,분양주택,N,2024-02-19,2024-02-19,410,경기,580
일곡공원개발 주식회사,"(주)라인건설, (주)호반건설",2024-03-09,2024-03-13,2024-02-20,2024-02-20,2024-02-20,2024-02-20,,,2024-02-21,2024-02-21,2024-02-21,2024-02-21,,,http://www.위파크일곡공원.com,01,민영,2023000567,위파크 일곡공원,01,APT,광주광역시 북구 삼각동 700번지일원,61057,N,N,N,0624561002,202610,N,서울경제 ,N,2023000567,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000567&pblancNo=2023000567,2024-02-27,N,N,2024-02-19,2024-02-21,2024-02-06,0,분양주택,N,2024-02-19,2024-02-19,500,광주,903
신한자산신탁 주식회사,주식회사 대우건설,2024-03-04,2024-03-06,2024-02-14,2024-02-14,2024-02-14,2024-02-14,,,2024-02-15,2024-02-15,2024-02-15,2024-02-15,,,https://www.prugio.com/hb/2024/bangogae,01,민영,2024000026,반고개역 푸르지오,01,APT,"대구광역시 서구 큰장로7길 11 (내당동, 반고개역 푸르지오)",41812,N,N,N,0535545421,202406,N,세명일보,N,2024000026,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000026&pblancNo=2024000026,2024-02-21,N,N,2024-02-13,2024-02-15,2024-02-02,0,분양주택,N,2024-02-13,2024-02-13,700,대구,240
코리아신탁(주),DL이앤씨(주),2024-03-04,2024-03-06,2024-02-14,2024-02-14,2024-02-14,2024-02-14,,,2024-02-15,2024-02-15,2024-02-15,2024-02-15,,,https://www.elife.co.kr,01,민영,2023000705,e편한세상 번영로 리더스포레,01,APT,울산광역시 남구 야음동 828-29번지 일원,44752,N,N,N,0522600254,202611,N,아시아경제,N,2023000705,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000705&pblancNo=2023000705,2024-02-21,N,N,2024-02-13,2024-02-15,2024-01-31,0,분양주택,N,2024-02-13,2024-02-13,680,울산,192
신반포4지구 재건축정비사업조합,지에스건설 주식회사,2024-02-27,2024-02-29,2024-02-06,2024-02-06,2024-02-07,2024-02-07,,,2024-02-08,2024-02-08,2024-02-08,2024-02-08,,,https://www.xi.co.kr/maple,01,민영,2024000033,메이플자이,01,APT,서울특별시 서초구 잠원동 60-3,06523,Y,N,Y,18332566,202506,N,KOREA HERALD ,Y,2024000033,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000033&pblancNo=2024000033,2024-02-16,N,N,2024-02-05,2024-02-08,2024-01-26,0,분양주택,Y,2024-02-05,2024-02-05,100,서울,162
주식회사 하나자산신탁,두산건설 주식회사,2024-03-01,2024-03-03,2024-02-06,2024-02-06,2024-02-06,2024-02-06,,,2024-02-07,2024-02-07,2024-02-07,2024-02-07,,,http://두산위브더제니스센트럴양정.com,01,민영,2024000031,두산위브더제니스 센트럴 양정,01,APT,부산광역시 부산진구 양정동 399-2번지 일원,47212,N,N,N,0517463992,202504,N,헤럴드경제신문,N,2024000031,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000031&pblancNo=2024000031,2024-02-19,N,N,2024-02-05,2024-02-07,2024-01-26,0,분양주택,N,2024-02-05,2024-02-05,600,부산,244
(주)한국토지신탁,"현대엔지니어링(주), 범양건영(주)",2024-02-27,2024-02-29,2024-02-06,2024-02-06,2024-02-06,2024-02-06,,,2024-02-07,2024-02-07,2024-02-07,2024-02-07,,,http://www.hillstate-park.com,01,민영,2024000029,힐스테이트 중외공원 3블록,01,APT,광주광역시 북구 매곡동 355번지 일원(중외근린공원),61066,N,N,N,15335006,202612,N,문화일보,N,2024000029,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000029&pblancNo=2024000029,2024-02-16,N,N,2024-02-05,2024-02-07,2024-01-26,0,분양주택,N,2024-02-05,2024-02-05,500,광주,681
(주)한국토지신탁,"현대엔지니어링(주), 범양건영(주)",2024-02-27,2024-02-29,2024-02-06,2024-02-06,2024-02-06,2024-02-06,,,2024-02-07,2024-02-07,2024-02-07,2024-02-07,,,http://www.hillstate-park.com,01,민영,2024000028,힐스테이트 중외공원 2블록,01,APT,광주광역시 북구 매곡동 산131-1번지 일원(중외근린공원),61066,N,N,N,15335006,202612,N,문화일보,N,2024000028,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000028&pblancNo=2024000028,2024-02-15,N,N,2024-02-05,2024-02-07,2024-01-26,0,분양주택,N,2024-02-05,2024-02-05,500,광주,785
대한토지신탁(주),남양건설 주식회사,2024-02-27,2024-02-29,2024-02-06,2024-02-06,2024-02-06,2024-02-06,,,2024-02-07,2024-02-07,2024-02-07,2024-02-07,,,https://장성남양휴튼.com,01,민영,2024000027,장성 남양휴튼 리버파크,01,APT,전라남도 장성군 장성읍 기산리 112-3번지 일원,57221,N,N,N,15550098,202606,N,광주매일,N,2024000027,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000027&pblancNo=2024000027,2024-02-16,N,N,2024-02-05,2024-02-07,2024-01-26,0,분양주택,N,2024-02-05,2024-02-05,513,전남,180
에스엠상선(주)건설부문,에스엠상선(주)건설부문,2024-02-26,2024-02-28,2024-02-06,2024-02-06,2024-02-06,2024-02-06,,,2024-02-07,2024-02-07,2024-02-07,2024-02-07,,,https://gjwolsong-honorsville.co.kr/,01,민영,2024000024,공주월송지구 경남아너스빌,01,APT,충청남도 공주시 월송동 671-1 (B-4BL),32594,N,N,N,15511366,202611,N,아시아경제,Y,2024000024,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000024&pblancNo=2024000024,2024-02-15,Y,N,2024-02-05,2024-02-07,2024-01-26,0,분양주택,N,2024-02-05,2024-02-05,312,충남,366
주식회사 씨엘건설,(주)협성건설,2024-02-27,2024-02-29,2024-02-06,2024-02-06,2024-02-06,2024-02-06,,,2024-02-07,2024-02-07,2024-02-07,2024-02-07,,,https://www.테넌바움294.com,01,민영,2024000019,테넌바움294 Ⅱ,01,APT,부산광역시 수영구 민락동 784 ,48289,N,N,N,0517572940,202403,N,문화일보,N,2024000019,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000019&pblancNo=2024000019,2024-02-16,N,N,2024-02-05,2024-02-07,2024-01-26,0,분양주택,N,2024-02-05,2024-02-05,600,부산,102
주식회사 씨엘건설,(주)협성건설,2024-02-27,2024-02-29,2024-02-06,2024-02-06,2024-02-06,2024-02-06,,,2024-02-07,2024-02-07,2024-02-07,2024-02-07,,,https://www.테넌바움294.com,01,민영,2024000018,테넌바움294 Ⅰ,01,APT,부산광역시 수영구 민락동 784,48289,N,N,N,0517572940,202403,N,문화일보,N,2024000018,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000018&pblancNo=2024000018,2024-02-16,N,N,2024-02-05,2024-02-07,2024-01-26,0,분양주택,N,2024-02-05,2024-02-05,600,부산,192
우리자산신탁 주식회사,"현대엔지니어링(주), (주)포스코이앤씨",2024-02-26,2024-02-29,2024-02-06,2024-02-06,2024-02-06,2024-02-06,,,2024-02-07,2024-02-07,2024-02-07,2024-02-07,,,http://hillstate-thesharp-sangsaengpark.co.kr,01,민영,2024000016,힐스테이트 더샵 상생공원 2단지,01,APT,경상북도 포항시 남구 대잠동 산81-4번지 일원,37662,N,N,N,15331991,202709,N,헤럴드경제신문,N,2024000016,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000016&pblancNo=2024000016,2024-02-15,N,N,2024-02-05,2024-02-07,2024-01-26,0,분양주택,N,2024-02-05,2024-02-05,712,경북,1668
석미건설(주),석미건설(주),2024-02-26,2024-02-28,2024-02-05,2024-02-05,2024-02-05,2024-02-05,,,2024-02-06,2024-02-06,2024-02-06,2024-02-06,,,https://seokmi.co.kr:6016,03,국민,2024000013,동해발한석미모닝파크,01,APT,강원특별자치도 동해시 해안로 635-5 동해발한석미모닝파크,25713,N,N,N,0317067901,202403,N,,N,2024000013,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000013&pblancNo=2024000013,2024-02-14,N,N,2024-02-05,2024-02-06,2024-01-26,0,분양주택,N,,,200,강원,152
송내1-1구역주택재건축정비사업조합,(주)대우건설,2024-02-27,2024-02-29,2024-02-07,2024-02-07,2024-02-07,2024-02-07,,,2024-02-08,2024-02-08,2024-02-08,2024-02-08,,,https://www.prugio.com/hb/2023/songnae/main/,01,민영,2024000007,송내역 푸르지오 센트비엔,01,APT,경기도 부천시 송내동 339번지 일원,14720,Y,N,N,15991099,202609,N,경기일보 ,N,2024000007,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000007&pblancNo=2024000007,2024-02-16,N,N,2024-02-06,2024-02-08,2024-01-26,0,분양주택,N,2024-02-06,2024-02-06,410,경기,225
브레인시티5피에프브이 주식회사,주식회사 대광건영,2024-02-26,2024-02-28,2024-02-06,2024-02-06,2024-02-06,2024-02-06,2024-02-06,2024-02-06,2024-02-07,2024-02-07,2024-02-07,2024-02-07,2024-02-07,2024-02-07,http://평택브레인시티5bl대광로제비앙.com,01,민영,2023000721,평택 브레인시티 5BL 대광로제비앙 그랜드센텀,01,APT,경기도 평택시 장안동 평택브레인시티 일반산업단지 공동5BL,17738,N,Y,N,16008338,202701,N,아시아경제,Y,2023000721,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000721&pblancNo=2023000721,2024-02-15,N,N,2024-02-05,2024-02-07,2024-01-26,0,분양주택,N,2024-02-05,2024-02-05,410,경기,1182
승원개발 주식회사,승원종합건설(주),2024-02-19,2024-02-21,2024-01-30,2024-01-30,2024-01-30,2024-01-30,,,2024-01-31,2024-01-31,2024-01-31,2024-01-31,,,http://홍성2차승원팰리체.com,01,민영,2024000008,홍성2차 승원팰리체 시그니처,01,APT,충청남도 홍성군 광천읍 광천리 154-47번지 일원,32292,N,N,N,16444448,202610,N,아시아경제,N,2024000008,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2024000008&pblancNo=2024000008,2024-02-06,N,N,2024-01-29,2024-01-31,2024-01-19,0,분양주택,N,2024-01-29,2024-01-29,312,충남,293
교보자산신탁(주),(주)포스코이앤씨,2024-02-19,2024-02-21,2024-01-30,2024-01-30,2024-01-30,2024-01-30,,,2024-01-31,2024-01-31,2024-01-31,2024-01-31,,,https://더샵광양레이크센텀.kr,01,민영,2023000703,더샵 광양레이크센텀 (1회차),01,APT,전라남도 광양시 마동 348-4번지 일원,57774,N,N,N,15665535,202701,N,문화일보,N,2023000703,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000703&pblancNo=2023000703,2024-02-06,N,N,2024-01-29,2024-01-31,2024-01-19,0,분양주택,N,2024-01-29,2024-01-29,513,전남,717
대한토지신탁(주),DL이앤씨(주),2024-02-19,2024-02-21,2024-01-30,2024-01-30,2024-01-30,2024-01-30,,,2024-01-31,2024-01-31,2024-01-31,2024-01-31,,,https://www.elife.co.kr,01,민영,2023000683,e편한세상 원주 프리모원(2회차),01,APT,강원특별자치도 원주시 판부면 서곡리 산 48번지 외 17필지,26402,N,N,N,0337432455,202511,N,문화일보,N,2023000683,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000683&pblancNo=2023000683,2024-02-06,N,N,2024-01-29,2024-01-31,2024-01-19,0,분양주택,N,2024-01-29,2024-01-29,200,강원,222
코리아신탁(주),에이치엘디앤아이한라 주식회사,2024-02-18,2024-02-20,2024-01-30,2024-01-30,2024-01-30,2024-01-30,,,2024-01-31,2024-01-31,2024-01-31,2024-01-31,,,https://brand.hldni.com/westgwanggyo/,01,민영,2023000720,서광교 한라비발디 레이크포레,01,APT,경기도 수원시 장안구 연무동 58-1번지 일원,16213,N,N,N,15777549,202702,N,헤럴드경제신문,N,2023000720,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000720&pblancNo=2023000720,2024-02-06,N,N,2024-01-29,2024-01-31,2024-01-18,0,분양주택,N,2024-01-29,2024-01-29,410,경기,285
한국자산신탁(주),디엘이앤씨(주),2024-02-15,2024-02-17,2024-01-25,2024-01-25,2024-01-25,2024-01-25,,,2024-01-26,2024-01-26,2024-01-26,2024-01-26,,,https://www.포제스한강.com,01,민영,2023000682,포제스 한강,01,APT,서울특별시 광진구 광장동 188-2번지 일원,04969,N,N,N,18997099,202509,N,헤럴드경제,N,2023000682,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000682&pblancNo=2023000682,2024-02-01,N,N,2024-01-24,2024-01-26,2024-01-12,0,분양주택,N,2024-01-24,2024-01-24,100,서울,128
장암생활권3구역주택재개발정비사업조합,디엘건설 주식회사,2024-02-14,2024-02-16,2024-01-23,2024-01-23,2024-01-23,2024-01-23,,,2024-01-24,2024-01-24,2024-01-24,2024-01-24,,,https://dlcon-apt.co.kr/danji/91XAY1/index.html#/,01,민영,2023000700,e편한세상 신곡 시그니처뷰,01,APT,경기도 의정부시 신곡동 435-3번지 일대,11735,Y,N,N,0318772341,202609,N,문화일보,N,2023000700,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000700&pblancNo=2023000700,2024-01-30,N,N,2024-01-22,2024-01-24,2024-01-11,0,분양주택,N,2024-01-22,2024-01-22,410,경기,407
(주)창암종합건설,제일건설(주),2024-02-14,2024-02-17,2024-01-23,2024-01-23,2024-01-23,2024-01-23,,,2024-01-24,2024-01-24,2024-01-24,2024-01-24,,,https://jeil-gd3.co.kr/,01,민영,2023000707,제일풍경채 검단Ⅲ 본청약,01,APT,인천광역시 서구 불로동 검단신도시 AB20-1블록,22631,N,Y,N,15330502,202610,N,아시아경제,Y,2023000707,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000707&pblancNo=2023000707,2024-01-30,N,N,2024-01-22,2024-01-24,2024-01-10,0,분양주택,N,2024-01-22,2024-01-22,400,인천,393
선운진아리채지역주택조합,"(주)진아건설, (주)리채, 아이리스건설(주)",2024-02-14,2024-02-16,2024-01-22,2024-01-22,2024-01-22,2024-01-22,,,2024-01-23,2024-01-23,2024-01-23,2024-01-23,,,http://www.어등산진아리채리버필드.com,01,민영,2023000689,어등산 진아리채 리버필드,01,APT,광주광역시 광산구 선암동 77-11번지 일원,62392,N,N,N,0629749065,202503,N,전남매일 ,N,2023000689,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000689&pblancNo=2023000689,2024-01-29,N,N,2024-01-19,2024-01-23,2024-01-09,0,분양주택,N,2024-01-19,2024-01-19,500,광주,142
(주)무궁화신탁,주식회사 유탑건설,2024-02-05,2024-02-07,2024-01-16,2024-01-16,2024-01-16,2024-01-16,,,2024-01-17,2024-01-17,2024-01-17,2024-01-17,,,https://강릉유블레스리센트.com/,01,민영,2023000694,강릉 유블레스 리센트,01,APT,"강원특별자치도 강릉시 포남동 1153, 1153-2번지 일원",25546,N,N,N,0336433335,202704,N,아시아타임즈,N,2023000694,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000694&pblancNo=2023000694,2024-01-23,N,N,2024-01-15,2024-01-17,2024-01-05,0,분양주택,N,2024-01-15,2024-01-15,200,강원,226
(주)무궁화신탁,신웅종합건설(주),2024-02-05,2024-02-07,2024-01-16,2024-01-16,2024-01-16,2024-01-16,,,2024-01-17,2024-01-17,2024-01-17,2024-01-17,,,http://house-viewer.co.kr,01,민영,2023000677,익산 피렌채,01,APT,전라북도 익산시 팔봉동 905번지,54582,N,N,N,0632492966,202402,N,,N,2023000677,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000677&pblancNo=2023000677,2024-01-23,N,N,2024-01-15,2024-01-17,2024-01-05,0,분양주택,N,2024-01-15,2024-01-15,560,전북,92
